Nama,Bintang,Tanggal dan Waktu,Ulasan
Singgih Utami,2,6/14/2023 10:13,"Saya mau transaksi pake traveloka jd kawatir... Krn komennya byk yg bintang satu... Padahal bntar lg musim liburan.... Crowded, rame tentunya layanan traveloka makin buruk.. Td ada customer yg ga merasa cek in, tp kok ada yg cek in...semrawut kesannya..."
Muhamad Afif,1,6/1/2023 5:55,"Saya sangat kecewa dengan layanan Traveloka, waktu keberangkatan dengan di bandara tidak sesuai dan mengakibatkan tiket saya hangus, tidak jadi berangkat, khususnya Citilink saya sangat kecewa, sangat kecewa.. Apakah tidak ada keringanan kembali bagi saya."
Oip Macuz,1,7/14/2023 10:23,"Saya sudah melakukan pembayaran pesanan kereta api, Dan hasilnya pesanan saya gagal di verifikasi padahal masih banyak waktu yg sudah di tentukan. Saya sudah kontak cs tapi jawaban cs kurang memuaskan dan bingung uangnya kemana. Saya sudah berlangganan hampir 6 tahun tapi makin kesini pelayanan nya kurang memuaskan."
Ahmad Taufik,2,7/3/2023 23:56,"Dulu tiket agak miring bagus ini aplikasi . tapi sekarang harga gag ada otak mahal sekali untuk tiket domestik , gag jelas sekali masak tiket keluar negeri murah , tiket di di negri sendiri harganya mahal sekali mohon di kurangi harganya"
deana nathania,4,8/10/2023 2:20,"Traveloka apa lagi error ya? Udah 2 minggu coba login terus keterangannya 'halaman yg anda lihat mungkin bukan versi terbaru' Udah uninstall, instal ulang, masih gitu aja Ga bisa pesen lagi hotel , loading mulu. Jaringan padahal oke, buka apps lain dan order bisa. Please fix :("
Rich_All Alk.,1,11/15/2023 0:55,baru di download malah ga bisa dibuka wkwkwkwk LUCU
yukino hanna,1,6/29/2023 15:49,Tahun lalu beli tiket lewat Shopee tiket tidak kunjung muncul. Saya kira karena Shopee pihak ke3 alias calo makanya bermasalah. Ternyata aplikasi Traveloka juga ga kalah bermasalah. Ah langsung kapok pake traveloka
Muhammad Sanusi,1,7/4/2023 7:28,Sangat kecewa.. Sudah transfer untuk tiket pesawat.. Etiket tidak diterbitkan.. Sampai sekrng tidak ada kepastian uang yg sudah ditransfer tidak ada kabar.. Tiket tidak dapat uang tidak dikembalikan
Marlen Liarian,5,5/24/2023 6:00,Dah bagus. Hanya sedikit masukan. Semoga ke depannya Traveloka menyajikan lebih inklusif dg menambahkan 1 keterangan atau 1 service untuk penumpang Disabilitas yang tertera pada tiket . Terima kasih.
Ivone Khairil,1,6/28/2023 9:05,"Kapok pake paylater traveloka. Baru tadi pagi booking hotel bayar pake paylater sejumlah 1,5 jt, siangnya mengajukan refund karena mau pakai villa saja. refund disetujui tp saya tetap kena biaya senilai total 500ribu tetap tertagih di tagihan saya. Ga pantes aja 1,5jt di kenakan biaya 500k. Kamar nya bahkan saya belum pakai. Bayar juga baru td pagi. HARAP HATI2 UNTUK PENGGUNA YANG LAIN YA .."
izzatwe 11,3,7/6/2023 0:48,"kenapa saya beri rating 3,pertama saya memiliki kesalaha transfer tiket dengan kode tiga angka di belakanah, tapi saya sudah transfer ke rekening PT, yg kedua saya telat konfirmasi bukti pembayaran dan saya sudah lapor ke email admin travelola, akan tetapi laporan saya lama di proses, padahal tiket keberangkatan saya tanggal 8 Juli yg di mana 3 hari lagi saya brangkat tapi saya belom mendapatkan tiket, uang saya sudah masuk ke rekening traveloka, semoga pesan ini di baca ??"
ciceh cecah,3,7/15/2023 2:06,"Harga hotel skr lebih mahal dri aplikasi lain.. pernah pesan tiket lokal, salah ternyata yg ada transit 1hari dipasang diatas sekali lagi. Pas mau di refund. Potongan sampe 50%.. terpaksa pesen tiket baru dari tempat transit. 1tiket hangus. Pernah isi saldo utk aplikasi food delivery.top up 500rb.. ga masuk.. pas di claim.. ga ada tindak lanjut dicuekin aja. Hilang 500rb.. kapok top up sejak itu."
Achmad Fausi,1,6/4/2023 11:34,"Traveloka sangat buruk, masa kit pengajuan refund di tolak dengan alasan sudah di check in ? Padahal tidak perna check in dan pengajuan 6 jam sebelum keberangkatan, sama pihak Traveloka di suru menghubungi pihak Lion,tetapi ternyata yang Uda melakukan checkin dari pihak Traveloka nya sendiri biar tidak ngembalika uangnya , pelayanannya buruk sangat buruk Permainnya sangat jelek"
Merry Wang,2,5/30/2023 7:15,"Sbg penguna traveloka yg sdh bertahun tahun Sebenarny sih nga ada masalah dan termasuk lancar dalam pembelian tiket pesawat maupun hotel.kecewany di cek in online,dulu di traveloka masih bisa cek in online tapi utk skng nga bisa lagi,sdh beberapa kali pesan tapi nga ada juga muncul tulisan yg biasanya ada ""sudah bisa cek in online"" Walaupun waktu penerbangan kurang dari 12 jam ato 10 jam sebelumny Yg muncul hanya tulisan "" e tiket telah terbit "" So sama sekali nga bisa cek in online."
a. jayadi,1,6/1/2023 11:31,"Akun paylater sy ga diapa apain tiba tiba di blok, ga akan maju traveloka, sama aja mempermainkan konsumen. Alasan ada transaksi mencurigakan,, orang ga transaksi apapun, emang ga bisa apa dicek sistem. #teamterkaiteror"
32. Slamet Bayu Wiyogo,5,10/19/2023 11:41,Aplikasi yang cukup memuaskan. Memudahkan dalam aksesr perjalanan
Hendri Febri,5,11/3/2023 11:46,Ringkas jelas lengkap dan mudah.
Ady frans,5,11/15/2023 11:26,"aplikasi traveloka sangat baik pelayananya,, rekomen banget"
Abung Destiar,5,11/13/2023 12:03,Pokonya apknya keren dan sangat bermanfaat banget serba guna????
Evi Pusparini,1,7/10/2023 15:11,"Transaksi pakai CC selalu gak bisa, ditolak terus pdhal udah coba berkali"". Bilangnya banknya yg bermasalah pdhal sistem kalian yg bermasalah. Udah komplen lewat DM tp gak ada solusi cuma maaf"" aja, percuma juga buang"" waktu mending di hapus aja aplikasinya"
Neneng Syafitri,5,11/7/2023 10:28,Aplikasinya mudah digunakan dan banyak kuponnya
n n,1,5/29/2023 12:48,"Merasa di prank, di awal pengisian data dll harga gk berubah saat klik pembayaran kok tiba2 harga naik gk kira2. Dear castumer, pleaseee jgn percaya klo tiketnya murah !!!!!!"
Septian Goval,1,11/10/2023 7:48,Buat refundnya lama bisa sampe 3 Minggu di chatin ga di bales� juga
Roni Chandra,5,9/24/2023 4:05,sangat mudah untuk berpegian kemana saja melalui aplikasi Traveloka
Isti Qomaria,5,10/25/2023 23:07,Mudah dan cepat untuk pembelian tiket dan tidak ribet
Tegar Priadinata,5,11/13/2023 4:18,Apk berguna banget untuk mempermudah membeli tiket dan lainya
Bernardus Ndara Holota,5,11/8/2023 6:50,"Aplikasinya sangat membantu, semoga kedepannya lebih praktis lagi untuk memakai nya??????"
Hanny Tiara Agita,5,11/13/2023 14:42,Aplikasinya bagus dangan membantu untuk saya yang suka healing bareng besti..
fiki mukhtar,1,8/6/2023 4:32,"Bisa refund.. Tp yg di refund selisih harganya doang..semisal beli tiket PP 3 jt.. Di kasi opsi 3,5 jt bisa refund hingga 100%.. Konyol yg di refund cuma 500k selisihnya doang dr yg opsi 3 jt ga bisa di refund.. Minimal separo ato 1 jt ga ada masalah kalo promosinya refund hingga 100%... Uninstal.. ???? Saya cuma tidak suka pembodohannya.."
Lita- Pisces,1,7/13/2023 1:54,"Saya sudah melakukan pembayaran paylater dan dari bank mengkonfirmasikan berhasil tapi dari pihak traveloka mengatakan belum terima, apakah ada yang mengalami hal ini?padahal no accnya sudah benar dan nama penerima Traveloka paylater... sekarang saya dikatakan telat bayar dan limit paylater saya diturunin traveloka drastis amat. Ah kecewa...padahal selama ini pembayaran lancar"
Aryani Novitasari,5,6/14/2023 6:07,"Traveloka sangat membantu dalam pencarian hotel. Saya senang dengan rating hotel 8 ke atas. saran saya, totalkan jumlah harga kamar pesanan dengan malam menginap. Sehingga memudahkan saya dalam pencarian hotel yang sesuai budget selama menginap. Semoga makin banyak penginapan di daerah2 terpencil yang bergabung dengan traveloka ya.."
Muhammad Rafli,5,10/26/2023 4:56,Simpel dan mudah untuk memilih tempat liburan
Nina Byband,1,9/10/2023 14:58,Sangat kecewa respon dr Cs atau call center tidak cepat dan sangat bertele-tele.
Wira Sakti,1,8/16/2023 11:51,"Sangat mengecewakan pelayanan Traveloka kalau boking hotel yang bergabung dengan aplikasi lain, pasti di perumit, sudah di bayar tapi tidak keluar e tiket, pihak Traveloka tidak bisa dihubungi. Saya sudah bertahun-tahun langganan app ini, tapi makin ke sini makin mengecewakan."
Hendri Susilo (endri),1,8/6/2023 5:25,"Mohon utk di permudah saya daftar di PayLater Traveloka, agar saya bisa lebih nyaman penggunaan nya. Sdh daftar 2 kali dlm 1 thn dan Persyaratan sdh terpenuhi tp tetap saja slalu di tolak. Mengecewakan skali"
8A Refan Dwi pratama,5,11/11/2023 9:16,"Aplikasi sangat bagus ,dan yang terpenting banyak promo yang menarik"
vino vlog,5,10/1/2023 10:25,Aplikasi yang mempermuda buat kita pesan tiket dan Hotel mantappp
Asyang Salim,5,10/17/2023 8:02,Bagus tingkatkan lagi jgn terlalu banyak iklan
Cici Agustini,5,11/6/2023 9:32,"Aplikasi yg sangat membantu untuk bepergian,,mantap pokoknya"
Kusnadi Nadi,5,9/29/2023 13:31,Aplikasi cukup baik dan membantu dalam memesan tiket dengan cepat??????????????????????????????????
tenri ani,1,6/15/2023 2:29,Pelayanan Traveloka sangat buruk. Katanya. Ada IVAN tapi saat kami menghubungi cs travel mereka hanya bilg mohon menunggu. Dari info refund ada pengurangan jumlah hrg tiket dari 6 penumpang yg awalnya di byr 12.198.623 menjadi 11.350.003. artinya pemotongan dr maskapai dgn asuransi sebesar 848.620 harusnya yang bertanggungjawab kerugian dr pihak travel atau maskapai SRIWIJAYA AIR SJ 589 karena membatalkan penerbangan. Sangat kecewa pihak travel menyediakan refund tapi prosesnya terlalu lama
edi yang,1,9/9/2023 15:57,Setelah update selalu error pesan tiket dan Hotel tidak bisa
Nunung Nurhayati,5,10/30/2023 7:22,Traveloka sangat membantu dalam memesan tiket atau hotel. Selainitu banyak juga promonya
Ahmad Fakih,2,11/3/2023 0:37,Pembayaran paylater lebih mudah untuk yang dulu
Ambar wisanto,5,10/31/2023 11:49,Sangat cocok dan lebih gampang buat pesat tiket
Rama Mustika,5,11/16/2023 9:48,Beberapa kali pesen tiket kereta via Traveloka selalu memuaskan??
Siti H,1,7/27/2023 22:47,"Aplikasi nipu.. Sudah bayar tapi voucher gagal terbit. Pilih opsi pesan ulang, gagal terus alasan ""kegagalan sistem"". Mau refund jg janji 4-5 hari kenyataan bs sampe 4 bulan.. Kalo bakal gagal2 gini transaksinya mending tutup aja traveloka"
Elistin Ari,2,6/9/2023 2:06,"App Traveloka Ini sangat membantu ,tapi sangat di sayangkan aja ,harga tiket yang di Tampilkan itu murah dan disaat sudah capek capek isi semua data ,pas mau pembayaran, Harganya naik 2x lipat ????"
Mohd Ilham,1,9/15/2023 13:04,Waktunya pindah ke apk sebelah. Promo sudah gak jelas di sini. Terimakasih buat selama ini.
Mom's Lionel,5,10/26/2023 9:10,"Traveloka aplikasi pencarian tiket, hotel yang terbaik saat ini."
Rika Astia Nst,5,11/11/2023 10:12,Sangat membantu disetiap perjalanan
Ijmain Muhammad,1,7/4/2023 5:56,"Tadinya aplikasi ini bagus, tetapi perkembangan teknologinya malah buat ribet, beli tiket rombongan untuk 11 org setelah e tiket terbit malah dibatalkan sepihak. Mau komplain sulit banget dihubungkan sama cs ai Taiklah"
riki putra,5,5/24/2023 15:00,"Sebenarnya fitur Traveloka bagus dan menarik, transaksi ok cuma sedikit pertanyaan kenapa limit payletter nya mendadak turun padahal pembayaran on time lebih sering jauh sebelum jatuh tempo sudah dibayar, ini mendadak turun limit padahal pembayaran gak pernah bermasalah"
Widya Chantika,5,10/29/2023 3:10,Dapat bepergian dengan mudah tanpa sulit untuk mencari tiket diluar rumah
Mr Y,1,10/29/2023 10:31,Kita refaund udah bayar admin tapi masih disuruh bayar cicilan. Saya kasihan aja sama admin�nya kalau gak gua bayar ntar mereka makan apa. Ya gua anggap aja sedekah sama orang� fakir berkedok jasa. Sepertinya Traveloka bekerja sama dengan pinjol� juga soalnya dalam satu hari pas aq buka aplikasi pemblokir spam ada puluhan nomer tidak dikenal. Mereka coba telpon sampai mampus juga gak bakal muncul di layar soalnya pakai anti spam . Wkwkwkwk
Grace Gloria,5,10/7/2023 4:32,Apakah traveloka menghapus layanan tagihan & isi ulang? Karna biasanya saya bayar wifi di traveloka skrg kok saya cari2 gk ada ya?
Lusi Dinia Firdasari,5,11/7/2023 8:29,"Travelola memang bagus buat nyari hotel, tiket ??????"
Dewi Novita Sari,5,11/1/2023 7:47,"Aplikasi ini sangat membantu sekali,rekomdasi sekali untuk memesan tiket dan hotel"
devi mariani,1,6/3/2023 1:51,"Saya minta kejelasan kenapa limit paylater saya JD turun setelah di-update...ini sistem yg eror apa aplikasinya yg aba2.saya minta dikembalikan kembali limit paylater saya seperti semula,secepatnya,parah bgt sistemnya Traveloka, kalau sistemnya seperti ini gmn BS berkembang perusahaan yg ada castumer pada kabur semua,JD tolong dicek kembali akun saya dan secepatnya limit dikembalikan kesemula"
Abenni Anggra,5,11/7/2023 9:11,traveloka bagus banget dan informatif
TM PujiSP,5,11/7/2023 8:48,Aplikasinya sangat mudah digunakan dan dimengerti
Randy Copect,5,10/28/2023 6:27,"Aplikasinya bagus, tidak repot karena semuanya sudah ada dan lengkap"
marciano richard,1,7/1/2023 17:22,"Saat kecewa dengan traveloka, saya pesan hotel, dan sudah bayar tiba2 secara sepihak e-voucher gagal terbit, dan proses refundnya 3 sd 5 hari kerja.. sebagai konsumen harusnya proses refund wajib langsung masuk rekening hari itu juga, karna kesalahan dari pihak travelokanya..!!!dan customer servicenya tidak ada solusinya!!!"
Nuzul Kurniawan,5,11/16/2023 9:42,Aplikasi sangat keren yang sangat membantu untuk berpergian kemanapun
Ira Apriliya,5,11/13/2023 11:22,Apk ini bisa lebih mudah untuk memesan tiket entah itu tiket pesawat bisa booking hotel dan nyaman untuk di gunakan
Indri Riskiyana,5,11/14/2023 12:29,Recommended untuk pemesanan hotel dan tiket!
Zay Nuddin,1,10/24/2023 4:53,Gak bisa di akses mendep burung nya aja. Udah di hapus masih aja gak bisa di akses.
gunawan laksana,5,10/21/2023 7:37,Mantap banyak promo yg ditawarkan sangat sangat menarik
Ayunda Firdaussyj,5,11/15/2023 8:37,Aplikasi sangat berguna buat kamu yang suka berpergiaan dan staycation
Ariyanto Hadi,5,10/25/2023 9:15,"Mau kemana aja jadi lebih mudah kalau pake traveloka,Terbaiklah.."
Uut Hacking,5,10/31/2023 14:44,Mau pergi kemana mana jadi lebih mudah menggunakan Traveloka terimakasih traveloka
M. Alghiffary,5,10/25/2023 15:21,"Traveloka sangat memudahkan saya untuk berpergian kemana2 karena semuanya ada disini, Kerenn dehh pokoknyaa kalian wajib download aplikasinyaa"
sheila pebriana,3,6/22/2023 12:45,"Sy pengguna setia traveloka sbnrnya.. dpt limit paylater smp 50jt. Bs jg dipakai utk belanja di e-commerce.. sy udh pk buat belanja.. nah, sy bayar lancar bahkan pembayaran dipercepat.. tp 2 minggu trkhr sy mau pakai, malah ga bisa.. ad masalah apakah? Mohon konfirmasinya ya min.."
Al Whytha,1,10/10/2023 23:39,"Habis di update malah ndak bisa cari tiket,, baru te keluar sendiri kayak mana ni min"
Chandra Setiawan,5,10/21/2023 7:56,memudahkan dan gampang di akses.. semoga lancar di mna pin dan kapanpun posisinya.
Ulfa Kpm,5,11/3/2023 15:08,Semoga perjalanan makin lancar & nyaman
Ettanya Ganes,1,6/1/2023 6:08,"Ketika pesan tiket harga tertera 800ribuan ketika mengisi bagian pembayaran langsung tertulis ""harga tiket telah berubah"".. sudah sy coba 20x seperti itu terus.. ini bug aplikasi atau sengaja prank calon konsumen.."
Agus Spt,5,7/7/2023 6:39,Saya merasa nyaman dengan aplikasi traveloka yg membuatku mudah memesan tiket kereta api dan pesawat .saya sudah 10 tahun menggunakan aplikasi traveloka tidak ada kesulitan dan keluhan mengenai pemesanan tiket .traveloka sangat sangat membantu sekali.
Yoga Mv,2,11/1/2023 5:09,"Kok saya pesan hari ini tagihan nya di bulan ini juga iya, bukan nya tagihan nya di bulan selanjutnya ???"
Jasmine Azzahra,5,11/15/2023 10:31,Aplikasinya memudahkan saya untuk mencari tiket hotel dan pesawat. Terimakasih Traveloka
Septian Ryns,5,11/7/2023 11:15,"Mudah dalam penggunaan, serta harga lebih murah dibanding platform lain"
Muhamad Fairuz,5,11/15/2023 10:43,Aplikasi nya bagus dan cocok di gunakan yg mau ber pergian
Maulidia,5,11/16/2023 9:52,fitur lengkap dan banyak promonya
Pemulihan Akun,5,10/23/2023 10:32,Traveloka membuat perjalanan menjadi lebih berarti??
Ega Prasetia,5,11/3/2023 10:53,Dengan traveloka jalan-jalan jadi mudah
Rizkiyati Ratuliu,1,10/25/2023 23:20,"Pembayaran nya , ga aman di traveloka . Bener2 kecewa"
yuriana,1,8/28/2023 7:12,Aplikasi ngelag ga muncul apa� udh uninstall brp kali pun ttp gabisa dibuka
Rafly Bagus,5,10/19/2023 12:00,aplikasinya sangat membantu dan sangat mudah dimengerti
zuhdhi achmadi,5,9/4/2023 5:40,saya menggunakan traveloka sudah bertahun2 dan saya sangat nyaman.. trimakasih traveloka
Karindi Mursalina Rahman Wijaya,2,8/10/2023 12:52,Masa saya check in pilih kursi 8e dan 8f dengan jelas sampe udah saya cek lagi sblm klik check ini bisa2nya di boarding pas berubah jdi 8e dan 32f yg bener aja ni aplikasi gimana sih? Nyesel gak ada screenshoot kalo enggak udah dilampirin sebagai bukti!!!
dwi kurnianto,5,9/29/2023 9:40,sangat baguuss. lebih baik.. indonesia bangga punya Traveloka
Aditya syaputra,5,11/16/2023 22:24,Traveloka emang mantap pesan tiket apa pun enak gk pakek ribet
Anggie Chris,1,8/24/2023 4:27,Sering pakai paylater.. Tapi beberapa bulan ini 4-5 hari sebelum jtp selalu di tlpn sdh menanyakan pembayaran kapan dibayar sudah di jawab dibayar pas JTP besoknya CS nya tlpn lagi. Selalu berulang setiap hari dengan pertanyaan yg sama buat Jengkel. Klo tidak diangkat di telpn berkali-kali sudah kayak orang yg cicilannya gak dibayar aja.
Ninja Gaming,1,8/10/2023 5:14,CS traveloka sangat not recomended jika ada keluhan atau apapun semacam nya respon sangat lama dan tidak ada solusi baik nya hanya bisa copy paste template kata kata yang sudah di buat dari perusahaan.
Aditya Romdhani,5,10/25/2023 11:47,Aplikasi yang sangat membantu saat mencari tempat penginapan
Atik Tri Wahyuningsih,5,11/7/2023 12:09,Aplikasi ini sangat membantu mencari hotel dan bus
sang penjuang,5,11/3/2023 8:05,"Traveloka adalah aplikasi yg sngat membantu, di mna di sni kita bisa pesan tiket apa aja, dan hotel dimna aja, dengan harga yg sngat terjangkau,, termaksih traveloka"
Firhan Ungaran,5,11/6/2023 7:45,Sesuai yang dibutuhkan untuk perjalanan wisata
Nur Andi,5,11/6/2023 15:16,Wah baru kali ini dapet app yang sesuai terimakasih traveloka
Farhan Wahyu,1,7/7/2023 12:58,"Abis diupdate malah lag banget parah. Padahal speedtest hasilnya 58mb tapi masih gak bisa apa apa di traveloka, semuanya loading."
Kanaya arsyila,5,9/26/2023 1:02,"Puas dengan traveloka, apalagi saat epic & refund cepat"
